,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Microglia,Neuron,Astrocytes,Oligodendrocytes,Fibroblast
cg24642483,0.0909,0.8144,0.8652,0.8156,0.8766,0.3247,0.8522,0.8322,0.08445268869400024,0.9258062839508057,0.8624669313430786,0.8996275663375854,0.8507000207901001
cg13079571,0.7151,0.8906,0.8795,0.8776,0.8916,0.1722,0.9258,0.7934,0.7750846743583679,0.9083223938941956,0.8648440837860107,0.8942320942878723,0.9033899903297424
cg26847438,0.0214,0.018,0.0215,0.0209,0.0213,0.0206,0.0209,0.0602,0.033913929015398026,0.9356271624565125,0.4122765362262726,0.8133194446563721,0.011839999817311764
cg06961439,0.1021,0.2206,0.3137,0.3626,0.4976,0.0871,0.043,0.0722,0.043451786041259766,0.09121030569076538,0.05175841227173805,0.054124996066093445,0.0573900006711483
cg09694051,0.8113,0.8321,0.8599,0.8775,0.8778,0.1128,0.8273,0.7682,0.758499264717102,0.8753243088722229,0.8495324850082397,0.8588343858718872,0.9280300140380859
cg21189438,0.0119,0.1884,0.0685,0.0436,0.1325,0.0044,0.0104,0.0241,0.02570553496479988,0.5357369184494019,0.05449285730719566,0.007531667593866587,0.009800000116229057
cg14323984,0.9092,0.9021,0.9086,0.907,0.9217,0.8118,0.9156,0.7929,0.9142732620239258,0.9301918148994446,0.870864748954773,0.85323166847229,0.13190999627113342
cg18097281,0.0052,0.0093,0.0072,0.0054,0.006,0.0074,0.002,0.0062,0.002686964115127921,0.33170077204704285,0.005440158769488335,0.0033547221682965755,0.0032500000670552254
cg27016579,0.5499,0.3195,0.1889,0.4232,0.2008,0.5778,0.683,0.0782,0.3291369378566742,0.6433422565460205,0.013135715387761593,0.47191470861434937,0.015080000273883343
cg14001992,0.0654,0.1026,0.5756,0.1661,0.4741,0.0584,0.0422,0.1279,0.08188750594854355,0.09582499414682388,0.0626220628619194,0.06149666756391525,0.08877000212669373
cg25643644,0.8897,0.8865,0.0737,0.612,0.0666,0.8777,0.872,0.7559,0.898169994354248,0.9091504812240601,0.7088962197303772,0.8243181705474854,0.7033200263977051
cg01534423,0.2268,0.2052,0.2043,0.21,0.2248,0.2165,0.1936,0.0191,0.014395534992218018,0.0458558090031147,0.10527921468019485,0.02131805196404457,0.2069299966096878
cg19918599,0.8984,0.9,0.8982,0.8908,0.8993,0.8843,0.9309,0.6786,0.8898557424545288,0.9192222356796265,0.15268997848033905,0.7124544382095337,0.7035199999809265
cg26818573,0.1059,0.1348,0.6461,0.7402,0.7363,0.1592,0.3719,0.4075,0.02925964631140232,0.5791189074516296,0.33034664392471313,0.16931000351905823,0.3663100004196167
cg00940546,0.049,0.0962,0.3304,0.1326,0.4236,0.0553,0.0595,0.0612,0.04731089621782303,0.0775076225399971,0.07238252460956573,0.04179222136735916,0.04320000112056732
cg12032027,0.8782,0.8453,0.5914,0.83,0.4344,0.8644,0.92,0.854,0.8227177858352661,0.9380235075950623,0.87366783618927,0.8901607990264893,0.9067299962043762
cg05060949,0.0884,0.1219,0.0934,0.0696,0.0859,0.0577,0.0065,0.0112,0.009186605922877789,0.03531070053577423,0.024479685351252556,0.005158612038940191,0.012790000066161156
cg27366072,0.1212,0.8166,0.8919,0.871,0.8923,0.7304,0.8652,0.852,0.09901390969753265,0.9082696437835693,0.8782618045806885,0.8593261241912842,0.8877699971199036
cg11313468,0.7145,0.8404,0.8182,0.8206,0.8365,0.0575,0.9209,0.6602,0.8043709397315979,0.8498674035072327,0.7437867522239685,0.8515450954437256,0.8674200177192688
cg00929860,0.9662,0.966,0.6196,0.955,0.658,0.9637,0.9798,0.9068,0.9754014611244202,0.6706405878067017,0.9220136404037476,0.9614447355270386,0.9716299772262573
cg08490791,0.0221,0.0655,0.1254,0.0316,0.1787,0.0202,0.0079,0.0166,0.016547320410609245,0.5643903017044067,0.012463965453207493,0.02011110819876194,0.00851999968290329
cg05783185,0.0432,0.2948,0.6614,0.6564,0.7465,0.0517,0.2325,0.0888,0.044516246765851974,0.0792469009757042,0.04082445427775383,0.04205305129289627,0.010040000081062317
cg24898914,0.8806,0.74,0.4666,0.7365,0.3941,0.8643,0.8363,0.86,0.9341358542442322,0.9232268333435059,0.9106240272521973,0.9222944974899292,0.9410899877548218
cg22312249,0.2982,0.819,0.8617,0.8572,0.872,0.7736,0.9034,0.8197,0.7679553031921387,0.6768603324890137,0.8353926539421082,0.8632588386535645,0.8461099863052368
cg07174665,0.0501,0.0701,0.0612,0.0634,0.0718,0.0457,0.0488,0.0612,0.07045537233352661,0.3883947432041168,0.6792775988578796,0.7500808238983154,0.03999000042676926
cg12593746,0.035,0.0644,0.0484,0.0372,0.0444,0.0404,0.0252,0.1896,0.04180624336004257,0.80283522605896,0.06412968784570694,0.7714841365814209,0.03152000159025192
cg26542888,0.0262,0.0501,0.0474,0.0255,0.0368,0.0278,0.0452,0.0352,0.02125820890069008,0.11923179775476456,0.3645654022693634,0.23368774354457855,0.04255000129342079
cg08179431,0.8929,0.8658,0.1362,0.4182,0.2802,0.8816,0.8916,0.8648,0.896450936794281,0.8782430291175842,0.8693569898605347,0.8714849352836609,0.9036499857902527
cg26992566,0.9187,0.9363,0.9301,0.9287,0.9448,0.5881,0.9585,0.8707,0.9388879537582397,0.9134482741355896,0.9170577526092529,0.8916584849357605,0.9421300292015076
cg18833329,0.0266,0.0242,0.0245,0.0242,0.0265,0.0254,0.0196,0.059,0.026975182816386223,0.06547929346561432,0.30425921082496643,0.22024138271808624,0.10910999774932861
cg04209595,0.9019,0.8744,0.9045,0.8993,0.9154,0.8876,0.9267,0.5082,0.8984315991401672,0.916719377040863,0.8831450343132019,0.9000309705734253,0.9211599826812744
cg24234899,0.0359,0.2467,0.0631,0.0499,0.1487,0.0187,0.0055,0.0518,0.03229482099413872,0.023927204310894012,0.008302540518343449,0.00933527760207653,0.025609999895095825
cg03395562,0.0396,0.0494,0.2576,0.067,0.1246,0.039,0.0394,0.0589,0.05398626998066902,0.13978619873523712,0.061759043484926224,0.04906861484050751,0.03683000057935715
cg08481112,0.1039,0.1084,0.269,0.196,0.2074,0.1074,0.2848,0.0643,0.4213654696941376,0.09395137429237366,0.051093969494104385,0.13984861969947815,0.016100000590085983
cg13942157,0.0264,0.1515,0.0435,0.0282,0.0796,0.0139,0.0049,0.0231,0.02362714149057865,0.02814200147986412,0.01308333408087492,0.013766945339739323,0.0
cg20682563,0.747,0.3808,0.2127,0.3387,0.2734,0.7212,0.772,0.2444,0.7055278420448303,0.3769218921661377,0.0944749191403389,0.46176111698150635,0.05674999952316284
cg26430059,0.0366,0.0377,0.2593,0.1628,0.3348,0.0362,0.0533,0.0416,0.02898767963051796,0.07370258122682571,0.03885602951049805,0.05076749622821808,0.015690000727772713
cg00767000,0.9291,0.9537,0.9156,0.9492,0.9586,0.9502,0.9548,0.1861,0.8639218211174011,0.039759308099746704,0.0797777771949768,0.05500917136669159,0.0434500016272068
cg18177826,0.9003,0.8994,0.9103,0.908,0.9149,0.8666,0.9442,0.8344,0.9132837653160095,0.8185333013534546,0.3643457889556885,0.897196888923645,0.8242700099945068
cg27641801,0.913,0.9168,0.9084,0.9105,0.917,0.9088,0.9324,0.9174,0.9244614839553833,0.9163000583648682,0.23615428805351257,0.862602174282074,0.9020100235939026
cg08923594,0.865,0.8506,0.8364,0.8586,0.8418,0.8657,0.7828,0.4304,0.8599246144294739,0.31735163927078247,0.01755206100642681,0.84398353099823,0.0
cg10205038,0.0322,0.2159,0.104,0.021,0.0364,0.0248,0.0,0.255,0.2988502085208893,0.29721760749816895,0.48159080743789673,0.6601160764694214,0.41510000824928284
cg26690127,0.1296,0.614,0.8959,0.895,0.8998,0.6943,0.8896,0.848,0.061518751084804535,0.9088154435157776,0.8861740827560425,0.8538368940353394,0.855929970741272
cg18812353,0.8049,0.9042,0.8925,0.8672,0.9009,0.1938,0.8741,0.7913,0.8676626086235046,0.909798800945282,0.8790788054466248,0.8885304927825928,0.906790018081665
cg12426092,0.065,0.1681,0.7631,0.2713,0.8449,0.0704,0.0356,0.058,0.025784285739064217,0.6450242400169373,0.027678098529577255,0.017095275223255157,0.004749999847263098
cg26034341,0.9075,0.9176,0.9169,0.902,0.9272,0.8784,0.887,0.376,0.8996583223342896,0.9329348802566528,0.8755660653114319,0.8927364349365234,0.8428300023078918
cg27325255,0.0168,0.0268,0.033,0.024,0.0392,0.0208,0.0191,0.0369,0.0414285734295845,0.5418515205383301,0.027328096330165863,0.047887496650218964,0.03505999967455864
cg10094443,0.0375,0.0621,0.2324,0.0608,0.3544,0.0409,0.0252,0.0681,0.03183785825967789,0.07116121053695679,0.04013825207948685,0.047669172286987305,0.03945999965071678
cg13858900,0.9512,0.9477,0.9445,0.939,0.9431,0.9462,0.9719,0.6828,0.9603408575057983,0.421303391456604,0.9427716732025146,0.8689345717430115,0.04413999989628792
cg13554018,0.789,0.1028,0.2774,0.0681,0.1787,0.7501,0.9037,0.5624,0.8305839896202087,0.38332146406173706,0.1541936844587326,0.1586366593837738,0.5202299952507019
cg00215432,0.014,0.0949,0.0381,0.0208,0.0626,0.0122,0.011,0.0309,0.04078589752316475,0.5658162832260132,0.017943015322089195,0.019739165902137756,0.02522999979555607
cg26162331,0.8836,0.8856,0.867,0.5306,0.8461,0.8797,0.9484,0.8638,0.1202930361032486,0.9417533278465271,0.885363757610321,0.8990492224693298,0.9123299717903137
cg04289585,0.9187,0.927,0.9256,0.9223,0.917,0.9111,0.9388,0.5784,0.9191194176673889,0.8916099071502686,0.9026817083358765,0.9149720668792725,0.07791999727487564
cg13010273,0.0301,0.0888,0.0356,0.0311,0.0306,0.0341,0.022,0.036,0.16798803210258484,0.09135860204696655,0.026019683107733727,0.04182722792029381,0.020239999517798424
cg23210109,0.9668,0.966,0.9656,0.965,0.9677,0.9628,0.9828,0.9175,0.977040708065033,0.4378286302089691,0.8900060057640076,0.7757365703582764,0.18811999261379242
cg25482786,0.0286,0.1178,0.116,0.0481,0.204,0.0271,0.0141,0.0426,0.04672142490744591,0.029470691457390785,0.01132111344486475,0.012827221304178238,0.011099999770522118
cg00691123,0.4734,0.8921,0.8847,0.8616,0.905,0.1476,0.899,0.3062,0.03472035750746727,0.3964623510837555,0.046291742473840714,0.037766944617033005,0.20510999858379364
cg05348366,0.9413,0.9468,0.9426,0.9507,0.9527,0.9364,0.9538,0.8536,0.8951607942581177,0.4844728410243988,0.5843628644943237,0.08331111073493958,0.9528300166130066
cg03260792,0.0071,0.0093,0.0144,0.0083,0.0093,0.0351,0.008,0.0212,0.008585534989833832,0.03283330425620079,0.0084652379155159,0.010899165645241737,0.010879999957978725
cg20518511,0.0843,0.2458,0.1998,0.3163,0.2188,0.1198,0.0522,0.0669,0.05377606675028801,0.10057421028614044,0.08414460718631744,0.06923388689756393,0.058639999479055405
cg26063719,0.0397,0.7554,0.5767,0.5063,0.5652,0.0362,0.5778,0.0614,0.29358816146850586,0.5006633996963501,0.027781901881098747,0.056567225605249405,0.03123999945819378
cg16638092,0.0964,0.4278,0.8581,0.6286,0.913,0.3479,0.7731,0.2546,0.9114394187927246,0.4866560101509094,0.023380009457468987,0.5296116471290588,0.1899300068616867
cg06755448,0.8862,0.8749,0.4824,0.4443,0.2534,0.8722,0.9386,0.7694,0.8647052645683289,0.8249411582946777,0.7925733923912048,0.8515880703926086,0.8708099722862244
cg12420283,0.1962,0.3307,0.1644,0.3031,0.2273,0.3558,0.3659,0.1006,0.036943219602108,0.09275180846452713,0.06536635011434555,0.10559055209159851,0.03550000116229057
cg11893955,0.8994,0.5875,0.1375,0.4006,0.1291,0.9221,0.9718,0.9072,0.6298295855522156,0.93927401304245,0.9488133192062378,0.9550125598907471,0.9586600065231323
cg16424945,0.0228,0.0273,0.0196,0.0218,0.0171,0.0223,0.0174,0.0306,0.04814017191529274,0.08445870131254196,0.42283475399017334,0.5653016567230225,0.0009899999713525176
cg15447913,0.9631,0.956,0.9459,0.9522,0.947,0.9549,0.9814,0.9392,0.9654570817947388,0.7118194699287415,0.4710708260536194,0.268713116645813,0.9505500197410583
cg25939861,0.8575,0.855,0.7716,0.6428,0.0982,0.8597,0.9234,0.8426,0.8871622681617737,0.9147456288337708,0.7451688051223755,0.7757719159126282,0.7390999794006348
cg07048592,0.9078,0.9102,0.9062,0.9081,0.9133,0.8957,0.9369,0.8984,0.9263992309570312,0.8344409465789795,0.4843940734863281,0.1040172278881073,0.9176700115203857
cg18866599,0.0231,0.0384,0.0404,0.0331,0.0577,0.0241,0.0089,0.0282,0.017235536128282547,0.0826370045542717,0.1592658907175064,0.019901668652892113,0.010710000060498714
cg24718465,0.2219,0.2063,0.1559,0.1659,0.2049,0.1569,0.1809,0.1889,0.17453248798847198,0.010508298873901367,0.01946159079670906,0.005726390052586794,0.05674999952316284
cg27111890,0.8693,0.8912,0.1193,0.7876,0.0897,0.8215,0.3651,0.6164,0.8697539567947388,0.9093621969223022,0.8121057152748108,0.8427508473396301,0.6909499764442444
cg10959820,0.8424,0.897,0.8869,0.873,0.8783,0.8334,0.8743,0.125,0.871275782585144,0.42442184686660767,0.09968063980340958,0.027803894132375717,0.042980000376701355
cg08390209,0.1013,0.1833,0.1938,0.1445,0.2666,0.0918,0.092,0.372,0.7033220529556274,0.26708629727363586,0.4260306656360626,0.056444719433784485,0.8014699816703796
cg13437525,0.0283,0.0304,0.4168,0.0373,0.1662,0.0272,0.0154,0.0461,0.022561252117156982,0.7602337598800659,0.02657952345907688,0.04822778329253197,0.028109999373555183
cg09001953,0.1923,0.1436,0.1064,0.0844,0.0987,0.1128,0.1238,0.081,0.10558947175741196,0.09762130677700043,0.11685871332883835,0.08186084777116776,0.03977999836206436
cg06160853,0.1273,0.7723,0.7286,0.8266,0.7079,0.0281,0.806,0.5052,0.6993074417114258,0.863129734992981,0.7947238087654114,0.4259319007396698,0.21328000724315643
cg13476901,0.0791,0.0276,0.1127,0.0858,0.1158,0.087,0.0552,0.4634,0.07431499660015106,0.17206014692783356,0.10391522943973541,0.04717666655778885,0.04312000051140785
cg12387713,0.0117,0.1241,0.0236,0.0117,0.0522,0.0077,0.006,0.0173,0.0060542868450284,0.015001703053712845,0.00608063442632556,0.007018888369202614,0.011900000274181366
cg05143116,0.0463,0.0535,0.0549,0.0474,0.0567,0.0451,0.0411,0.084,0.04823017865419388,0.09162629395723343,0.06484761834144592,0.03887917101383209,0.5933200120925903
cg23600866,0.0485,0.1552,0.3827,0.1342,0.3556,0.0505,0.0498,0.041,0.04978857561945915,0.0683269277215004,0.026900632306933403,0.030011389404535294,0.004350000061094761
cg25632300,0.0046,0.0069,0.0084,0.007,0.0046,0.0066,0.0184,0.0096,0.0055317869409918785,0.011141497641801834,0.005898572504520416,0.00604083389043808,0.0724399983882904
cg16406967,0.9788,0.9798,0.9698,0.97,0.9775,0.9745,0.9892,0.663,0.6923848390579224,0.05430219694972038,0.026108570396900177,0.021365003660321236,0.3121100068092346
cg01434608,0.0083,0.0092,0.0156,0.0088,0.0135,0.0049,0.0521,0.0339,0.06738517433404922,0.5417159795761108,0.024155553430318832,0.016062499955296516,0.013810000382363796
cg21272996,0.0559,0.3004,0.8268,0.471,0.8334,0.0516,0.058,0.0824,0.044509824365377426,0.08803409337997437,0.04250126704573631,0.050430554896593094,0.051500000059604645
cg02725123,0.0518,0.0557,0.1161,0.0772,0.1432,0.0496,0.059,0.2182,0.049949828535318375,0.273665189743042,0.7537567615509033,0.6799113750457764,0.03139999881386757
cg22943986,0.0883,0.1655,0.1393,0.1326,0.1814,0.1017,0.0661,0.551,0.12978464365005493,0.04320669546723366,0.02129094861447811,0.01930805668234825,0.7334700226783752
cg20146868,0.0368,0.0383,0.0349,0.035,0.0367,0.0351,0.0286,0.054,0.029220715165138245,0.07447858154773712,0.0359574630856514,0.04424194619059563,0.5898600220680237
cg12866960,0.0974,0.9087,0.9184,0.8989,0.9187,0.0707,0.8748,0.8508,0.08352857828140259,0.9199554324150085,0.8032636046409607,0.8857977390289307,0.9016900062561035
cg12160850,0.9788,0.9751,0.972,0.9738,0.9714,0.9766,0.9877,0.9736,0.985050618648529,0.6563210487365723,0.9736931324005127,0.9731976389884949,0.9861599802970886
cg27051683,0.5086,0.4819,0.0937,0.5346,0.1171,0.882,0.9571,0.2652,0.13912217319011688,0.3048878610134125,0.6304967999458313,0.3666296899318695,0.05418999865651131
cg21531416,0.8984,0.4274,0.9024,0.8849,0.8562,0.8656,0.8784,0.9046,0.9262246489524841,0.9104410409927368,0.9001340270042419,0.9156473875045776,0.923770010471344
cg03236992,0.0088,0.0065,0.0101,0.0069,0.0092,0.0084,0.0,0.0116,0.007767677307128906,0.021035699173808098,0.008278412744402885,0.00874361116439104,0.0
cg02685896,0.0137,0.0154,0.0131,0.0125,0.0193,0.0102,0.0049,0.043,0.013684284873306751,0.18570463359355927,0.2819790840148926,0.032438889145851135,0.008179999887943268
cg13461622,0.737,0.5942,0.2917,0.0914,0.0567,0.8684,0.8543,0.7351,0.8292121291160583,0.9309536814689636,0.6080177426338196,0.8503322005271912,0.8162199854850769
cg01720945,0.9744,0.971,0.9689,0.9682,0.9703,0.968,0.98,0.9582,0.9743692278862,0.5347676277160645,0.8775739073753357,0.8817232251167297,0.9800900220870972
cg20109233,0.9066,0.914,0.8953,0.8939,0.9065,0.9082,0.9262,0.7546,0.9141777157783508,0.8655784130096436,0.05019587278366089,0.7198667526245117,0.5614500045776367
cg00066663,0.0779,0.4071,0.283,0.5309,0.366,0.0789,0.1076,0.0962,0.0818905308842659,0.2186591774225235,0.09374857693910599,0.09413972496986389,0.08437000215053558
cg08218588,0.9138,0.916,0.9135,0.9057,0.9158,0.9118,0.8347,0.8964,0.8962758183479309,0.8495527505874634,0.6834096908569336,0.16562806069850922,0.9122200012207031
cg09934056,0.0489,0.0534,0.0482,0.046,0.0452,0.0532,0.0419,0.4251,0.0554874911904335,0.08555330336093903,0.051091909408569336,0.08769776672124863,0.05152999982237816
cg13815684,0.9232,0.3011,0.1446,0.7691,0.1602,0.9129,0.9392,0.8708,0.8682724237442017,0.930833637714386,0.9205551743507385,0.8882803320884705,0.8938400149345398
cg01940139,0.9035,0.897,0.7395,0.1152,0.606,0.8894,0.884,0.8675,0.882297158241272,0.9118289351463318,0.8600251078605652,0.8409764766693115,0.899150013923645
cg16093065,0.9214,0.9072,0.0796,0.2134,0.0942,0.9018,0.8977,0.8711,0.9051458239555359,0.8947397470474243,0.8911661505699158,0.8701580762863159,0.9356099963188171
cg17322655,0.8124,0.5245,0.1111,0.5995,0.1323,0.9065,0.9563,0.2674,0.156300887465477,0.3463877737522125,0.7061625123023987,0.4282855689525604,0.10926000028848648
cg02824873,0.8959,0.9303,0.9229,0.9216,0.9292,0.8874,0.9471,0.6281,0.9197536110877991,0.8899531364440918,0.8926374912261963,0.8295072317123413,0.1719599962234497
cg11753157,0.7399,0.7156,0.076,0.8203,0.0927,0.667,0.7634,0.715,0.7533172369003296,0.6800661683082581,0.8696961402893066,0.544552206993103,0.8071500062942505
cg15288326,0.2844,0.8383,0.8963,0.8914,0.9158,0.4223,0.8552,0.8808,0.8407567143440247,0.7794674634933472,0.8903329968452454,0.841535747051239,0.8620399832725525
cg11252555,0.9697,0.833,0.697,0.942,0.6332,0.968,0.9824,0.941,0.9867874979972839,0.865257740020752,0.9756648540496826,0.9806070327758789,0.9766299724578857
cg25904659,0.9721,0.9575,0.9593,0.964,0.9548,0.9613,0.9818,0.9484,0.9636794924736023,0.4862564504146576,0.959052562713623,0.9509018659591675,0.9803000092506409
cg05309989,0.0434,0.1111,0.0824,0.0579,0.0963,0.0465,0.071,0.0526,0.047063570469617844,0.18396499752998352,0.0823739692568779,0.6109817028045654,0.024529999122023582
cg25840538,0.0518,0.2105,0.5637,0.1588,0.5831,0.0695,0.0479,0.1106,0.053067855536937714,0.10477988421916962,0.055066343396902084,0.0558599978685379,0.033890001475811005
cg13265572,0.8547,0.8567,0.8587,0.7934,0.8746,0.8108,0.1266,0.7791,0.8854263424873352,0.8833255767822266,0.8501635193824768,0.8211427927017212,0.8688300251960754
cg06382930,0.4569,0.4158,0.0661,0.3699,0.0979,0.4428,0.4794,0.2432,0.3587091267108917,0.15305909514427185,0.06055554375052452,0.0561361126601696,0.08668000251054764
cg02905828,0.0595,0.0999,0.0629,0.2876,0.0684,0.0625,0.0482,0.2333,0.042280711233615875,0.2920779287815094,0.04969062656164169,0.05068916827440262,0.03203999996185303
cg01024458,0.914,0.0468,0.8105,0.8862,0.861,0.9166,0.9382,0.8786,0.918722927570343,0.6607043743133545,0.730347752571106,0.3218438923358917,0.846019983291626
cg01817521,0.0112,0.0188,0.4058,0.0262,0.292,0.0235,0.0362,0.1328,0.02437053620815277,0.6392112970352173,0.5276421308517456,0.31711363792419434,0.1548900008201599
cg19866939,0.9124,0.9158,0.9122,0.9094,0.9108,0.8606,0.9122,0.892,0.28516480326652527,0.9178927540779114,0.9039908051490784,0.910532534122467,0.9089400172233582
cg02896872,0.9012,0.1772,0.6708,0.8599,0.6744,0.883,0.9533,0.8458,0.926104724407196,0.9417476654052734,0.8900877237319946,0.8934897184371948,0.9208700060844421
cg25270899,0.897,0.8862,0.8726,0.4349,0.8915,0.8828,0.9016,0.8852,0.9274007678031921,0.9115508794784546,0.8629385232925415,0.8823519349098206,0.8959299921989441
cg04399899,0.509,0.7,0.7696,0.5641,0.6738,0.1014,0.9266,0.3347,0.2836377024650574,0.07574250549077988,0.07758761942386627,0.06539611518383026,0.2957499921321869
cg04320044,0.9813,0.9802,0.9809,0.9798,0.98,0.9806,0.9883,0.9764,0.98587566614151,0.6126338839530945,0.9761949777603149,0.97673499584198,0.9735199809074402
cg19611817,0.0332,0.0179,0.0186,0.0111,0.0951,0.0097,0.0133,0.0138,0.018628573045134544,0.01806490123271942,0.021026188507676125,0.0072244456969201565,0.003370000049471855
cg11480019,0.1323,0.0803,0.2032,0.0835,0.0728,0.1341,0.053,0.1013,0.08243393152952194,0.12376709282398224,0.0847223773598671,0.7683703899383545,0.07528000324964523
cg03238899,0.8668,0.2547,0.8516,0.8333,0.8677,0.8546,0.8956,0.8492,0.8923664093017578,0.8939169049263,0.8594436645507812,0.7993086576461792,0.8607000112533569
cg03535253,0.9666,0.9618,0.8002,0.964,0.9557,0.9586,0.9701,0.9499,0.9726738333702087,0.9439464807510376,0.95444655418396,0.9623339176177979,0.9787099957466125
cg14499678,0.9255,0.9123,0.7929,0.9225,0.8603,0.9229,0.9066,0.8806,0.909276008605957,0.5686027407646179,0.18175871670246124,0.818976640701294,0.8707799911499023
cg25783892,0.9205,0.8983,0.3341,0.9026,0.5352,0.9078,0.9001,0.8776,0.8902145624160767,0.9066973924636841,0.8849681615829468,0.8753983974456787,0.4542999863624573
cg02333852,0.0188,0.0253,0.0647,0.0335,0.129,0.0206,0.01,0.0278,0.026333576068282127,0.03602020442485809,0.0228246059268713,0.020196665078401566,0.02246999926865101
cg18805457,0.103,0.871,0.8667,0.8771,0.8588,0.1685,0.8696,0.7028,0.627466082572937,0.9024484753608704,0.8604066967964172,0.8747498989105225,0.8697100281715393
cg01692842,0.8156,0.8686,0.8346,0.8423,0.8415,0.0569,0.9229,0.7531,0.818049967288971,0.677858829498291,0.842581033706665,0.8578507900238037,0.8537999987602234
cg13563119,0.025,0.027,0.0321,0.0428,0.0455,0.0198,0.0171,0.0546,0.019796965643763542,0.05285138636827469,0.20168952643871307,0.08394471555948257,0.018780000507831573
cg04478930,0.1782,0.8077,0.8873,0.8959,0.8948,0.7356,0.9079,0.8646,0.20130038261413574,0.9103685021400452,0.8411996364593506,0.8524091839790344,0.9332200288772583
cg21380380,0.8483,0.5796,0.2341,0.2098,0.3721,0.7996,0.698,0.8156,0.3699969947338104,0.0900489017367363,0.10355746746063232,0.05440611019730568,0.7480800151824951
cg21204860,0.4471,0.2306,0.0927,0.5182,0.2307,0.6785,0.7434,0.3074,0.7179513573646545,0.23212896287441254,0.16240620613098145,0.12005584686994553,0.06239999830722809
cg24400183,0.0314,0.0152,0.0136,0.0196,0.0203,0.0145,0.0037,0.0116,0.01335571426898241,0.040659207850694656,0.021597621962428093,0.009183056652545929,0.0012700000079348683
cg22833612,0.0952,0.8542,0.8239,0.8639,0.7931,0.146,0.8405,0.2024,0.5812105536460876,0.6603983044624329,0.7040678262710571,0.6114583611488342,0.0
cg08063160,0.7761,0.0969,0.5338,0.3152,0.3844,0.7581,0.7283,0.1203,0.5308107137680054,0.17912448942661285,0.1624644249677658,0.1838666796684265,0.029680000618100166
cg19711949,0.7615,0.8838,0.875,0.8741,0.8851,0.8901,0.9123,0.8224,0.16176442801952362,0.913053035736084,0.8789262175559998,0.8914692997932434,0.8948900103569031
cg04658021,0.1068,0.6572,0.5137,0.788,0.599,0.1464,0.4111,0.1212,0.136605903506279,0.11644212901592255,0.08387568593025208,0.25649192929267883,0.03175999969244003
cg21166985,0.9656,0.969,0.9698,0.9674,0.9711,0.9607,0.9785,0.6534,0.9567948579788208,0.9159389734268188,0.9439399838447571,0.9354851841926575,0.10183999687433243
cg03900851,0.0101,0.015,0.0145,0.0111,0.0138,0.008,0.0008,0.0204,0.031554821878671646,0.04571050778031349,0.20160457491874695,0.022649722173810005,0.00039999998989515007
cg21917524,0.8774,0.877,0.8779,0.8792,0.8817,0.8688,0.91,0.2406,0.7766733169555664,0.944745659828186,0.8997732996940613,0.9272174835205078,0.9290400147438049
cg02401454,0.0174,0.1444,0.0427,0.0182,0.0722,0.0107,0.0074,0.0088,0.014072858728468418,0.10997670888900757,0.00856745894998312,0.006209444720298052,0.010089999996125698
cg07695835,0.1618,0.4224,0.3126,0.1802,0.3653,0.1743,0.0962,0.0578,0.08822105824947357,0.2555966377258301,0.028664764016866684,0.003992500249296427,0.032519999891519547
cg23728447,0.1098,0.2426,0.3299,0.5482,0.4939,0.1073,0.224,0.1208,0.049356609582901,0.36357957124710083,0.13983365893363953,0.16705723106861115,0.03302999958395958
cg20712980,0.8708,0.8948,0.896,0.8913,0.9024,0.869,0.9207,0.8694,0.9001321196556091,0.9227205514907837,0.17441539466381073,0.844125509262085,0.7111300230026245
cg22212414,0.0144,0.0226,0.2948,0.0537,0.2411,0.0159,0.0061,0.0498,0.02687588892877102,0.050758399069309235,0.24889302253723145,0.038511939346790314,0.008919999934732914
cg18973586,0.9646,0.9665,0.9552,0.6443,0.7464,0.961,0.9848,0.9416,0.9689651727676392,0.9728404879570007,0.9675116539001465,0.9592068791389465,0.968500018119812
cg00308936,0.8767,0.9021,0.8964,0.8648,0.8945,0.8602,0.2063,0.4708,0.8572095632553101,0.9066852331161499,0.8767148852348328,0.8375558853149414,0.913569986820221
cg10456459,0.0724,0.9215,0.9115,0.9035,0.9226,0.0636,0.8853,0.8609,0.8653852343559265,0.9322813153266907,0.9062373638153076,0.89650958776474,0.9388599991798401
cg02192117,0.0429,0.2967,0.1304,0.386,0.1631,0.0498,0.0108,0.1762,0.023311788216233253,0.08811187744140625,0.06900618970394135,0.027323611080646515,0.34512999653816223
cg23547017,0.0256,0.1462,0.0631,0.0298,0.087,0.0148,0.0092,0.5484,0.03962660953402519,0.16787758469581604,0.12877489626407623,0.03758804872632027,0.15056000649929047
cg12930422,0.904,0.9148,0.908,0.8983,0.9041,0.9146,0.8771,0.85,0.8605578541755676,0.8883968591690063,0.5168775916099548,0.11003139615058899,0.92399001121521
cg04929868,0.9085,0.9165,0.8824,0.4617,0.8626,0.8826,0.9037,0.8744,0.903078019618988,0.8897366523742676,0.885521411895752,0.8962786197662354,0.9039899706840515
cg10959907,0.7893,0.5434,0.7944,0.853,0.7961,0.8878,0.9134,0.7834,0.05712517723441124,0.5963296890258789,0.8331820964813232,0.8459603190422058,0.8241999745368958
