"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051491","BP","GO:0051491","positive regulation of filopodium assembly","14/2647","30/18723",1.91405898711959e-05,0.000335895351561474,0.00025567103711797,"DPYSL3/FSCN1/DNM3/CDC42/PALM/GPM6A/RALA/FMR1/WASL/MIEN1/PIK3R1/TENM2/BCAS3/TENM1",14
"GO:0031667","BP","GO:0031667","response to nutrient levels","100/2647","474/18723",1.92830396229679e-05,0.000337425567270673,0.000256835780349951,"PLEC/HSPA8/HSPA5/EEF2/HNRNPA1/EGFR/GNAI2/LDHA/APOE/POSTN/STAT1/MAPK1/AHCY/GLUL/COL1A1/EIF4G1/CAD/SOD2/ACAT1/OPA1/VGF/SORD/COMT/EIF2S1/POR/AGL/SH3GLB1/OXCT1/SRSF2/DCPS/ALDH3A1/IGFBP2/TBL2/CPT1A/ITGA2/ADSL/GCLC/TRIM25/HAT1/SNW1/GH1/SPP1/LARP1/MAP1LC3B2/HMGCS1/SPARC/HMOX1/MTOR/FIS1/SORL1/GDAP1/POMC/DAD1/EIF2AK2/CYBA/RRAGA/SLC16A1/LPL/OGT/AKT1/MT3/PRKAA1/PRL/EIF2A/WDR45B/ENSA/FOXK1/GPT/MYBBP1A/GCLM/ICAM1/MBD3/TRIM24/STK24/ASS1/UPP1/ALPL/CYBB/SESN3/GABARAPL2/MTHFR/RRAGD/ATG7/RPS6KB1/APPL2/NQO1/RPTOR/FAM107A/RARRES2/PRKAG1/GBA/BCAS3/TBC1D5/PTN/ARSB/AACS/DAP/SLC38A3/BRSK1/C2",100
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","54/2647","218/18723",1.96039258534135e-05,0.000342060500533704,0.000260363719003531,"HSPA8/APOE/DCTN1/DBN1/PAFAH1B1/CYFIP1/EIF4G1/VPS35/ACTR2/PDLIM5/DNM3/CDC42/RHOA/OPA1/GPM6A/PPT1/ARF4/ABI2/NLGN3/APP/LRRC4B/DAG1/UBE2V2/PTPRS/SRPX2/FYN/SPARC/PTPRD/PAK3/IL1RAP/CDK5/BAIAP2/EPHB2/GRIPAP1/ROBO2/TANC2/NRXN1/UBE3A/ADAM10/ARHGAP44/KIF1A/SIPA1L1/ARF6/NRP2/PPP1R9A/NTRK2/GPC6/CLSTN1/ABI3/CHMP2B/PTN/ITSN1/ARHGAP22/GPC4",54
"GO:0042254","BP","GO:0042254","ribosome biogenesis","69/2647","299/18723",1.97072081563292e-05,0.000342471983098805,0.000260676924213685,"XRCC5/NPM1/GLUL/RPSA/DDX3X/RAN/RPLP0/RPL5/PA2G4/RPL3/RPL7/RPS6/RPS21/RPS5/RPL7A/RPS14/RPL10/SBDS/RPS17/RPS19/ABCE1/C1QBP/RPL11/RPS27/WBP11/RPS24/RPS25/TRMT112/RPL24/RPL26/RPL38/EXOSC4/DDX21/YTHDF2/DHX30/CUL4B/DKC1/NOP9/WDR18/RPS15/UTP18/EIF2A/EXOSC5/NPM3/MYBBP1A/NOP2/PIN4/LSM6/CUL4A/EXOSC3/DDX18/DIS3/NOLC1/GAR1/EXOSC6/DHX29/NOM1/EXOSC7/PES1/NHP2/PIH1D1/NLE1/WDR43/ERI3/MRPS7/DDX56/EXOSC10/RSL1D1/WDR3",69
"GO:0048813","BP","GO:0048813","dendrite morphogenesis","40/2647","146/18723",1.97396656379203e-05,0.000342471983098805,0.000260676924213685,"MAP2/DBN1/PAFAH1B1/DCLK1/ACTR2/PDLIM5/DNM3/CDC42/OPA1/SARM1/PICALM/ABI2/TNIK/RAB21/MINK1/FYN/GSK3B/ILK/PTPRD/PAK3/ELAVL4/ABI1/KIDINS220/CDK5/BAIAP2/DLG4/EPHB2/WASL/TANC2/UBE3A/ADAM10/ARHGAP44/PHACTR1/KIF1A/PQBP1/SIPA1L1/PPP1R9A/ABI3/PTN/HDAC6",40
"GO:0046931","BP","GO:0046931","pore complex assembly","11/2647","20/18723",2.15565204309463e-05,0.000372376701094511,0.000283439282278897,"CCT8/CCT3/RTN4/NUP98/BAD/ADAM10/NUP107/AHCTF1/P2RX7/ANO6/GSDMD",11
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","55/2647","224/18723",2.15852877333318e-05,0.000372376701094511,0.000283439282278897,"SPTAN1/SPTBN1/HSPA8/RDX/GSN/ATP2A2/WDR1/SPTB/CAPZB/LIMA1/KIF5B/PPP1CA/ARHGEF2/ADD2/CKAP5/CAPZA1/KLC1/GSPT1/STMN1/NAPA/KIF2A/SCIN/SMARCC2/RPL23/CLASP1/SH3GL1/ABCE1/PPP1R9B/MAP1LC3B2/GSK3B/TAOK1/TSG101/VPS16/UBQLN4/SPTBN4/VPS4A/STMN2/IST1/VTA1/MAP6D1/FLII/CAMSAP2/SNAP29/MICAL1/CKAP2/SMARCD1/SMARCB1/GBA/CHMP2B/PLEK/VPS33A/HDAC6/LIX1L/CHMP1A/STMN3",55
"GO:0031109","BP","GO:0031109","microtubule polymerization or depolymerization","35/2647","122/18723",2.21062482144053e-05,0.000380289740409502,0.000289462393224059,"MAP2/HSPA1B/DCTN1/MAPRE1/ARHGEF2/CKAP5/FKBP4/STMN1/KIF2A/RAC1/CLASP1/MECP2/GIT1/MAPRE2/TBCD/GOLGA2/TAOK1/ARHGEF7/STMN2/TUBG1/MAPRE3/TUBGCP3/AKAP9/MAP6D1/CAMSAP2/ARL2/CKAP2/SLAIN2/TUBGCP6/SLAIN1/CDKN1B/PSRC1/HDAC6/CDK5RAP2/STMN3",35
"GO:0098787","BP","GO:0098787","mRNA cleavage involved in mRNA processing","9/2647","14/18723",2.27043581880244e-05,0.000389481784983891,0.00029645903535871,"CPSF6/NUDT21/CPSF7/CSTF2/CSTF2T/FIP1L1/NCBP2/NCBP1/CPSF1",9
"GO:0071230","BP","GO:0071230","cellular response to amino acid stimulus","24/2647","71/18723",2.2919959926318e-05,0.000392078978347406,0.000298435922260416,"COL6A1/COL1A1/HNRNPD/COL1A2/OPA1/LAMTOR1/GCLC/FYN/PDGFRA/DNMT1/MTOR/CYBA/RRAGA/BAIAP2/LAMTOR4/LAMTOR5/GCLM/ASS1/CYBB/SESN3/RRAGD/RPTOR/NTRK2/BCL2L1",24
"GO:0010977","BP","GO:0010977","negative regulation of neuron projection development","38/2647","137/18723",2.33028589816345e-05,0.000396556100946294,0.000301843741311322,"GFAP/VIM/FLNA/MAP2/DPYSL3/GDI1/CRMP1/APOE/RTN4/LGALS1/PAFAH1B1/DNM3/RUFY3/RHOA/FKBP4/DIP2B/THY1/GSK3A/MAP4K4/CD38/PTPRS/HDAC2/SPP1/RGMA/STMN2/CDK5/EPHB2/MT3/PTPRG/RTN4RL2/PTPN9/UBE3A/ARF6/LPAR1/CARM1/TRIM46/PSEN1/SEMA7A",38
"GO:0071229","BP","GO:0071229","cellular response to acid chemical","26/2647","80/18723",2.34021611384245e-05,0.000396556100946294,0.000301843741311322,"PLEC/COL6A1/COL1A1/HNRNPD/COL1A2/OPA1/LAMTOR1/GCLC/FYN/PDGFRA/DNMT1/MTOR/CYBA/RRAGA/BAIAP2/LAMTOR4/LAMTOR5/GCLM/SIPA1/ASS1/CYBB/SESN3/RRAGD/RPTOR/NTRK2/BCL2L1",26
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle","53/2647","214/18723",2.3412882345099e-05,0.000396556100946294,0.000301843741311322,"ANXA1/RDX/EGFR/DDX3X/APEX1/EIF4G1/CAMK2A/RPS6/GSPT1/CDK6/KHDRBS1/NASP/APPL1/FHL1/BCAT1/RPL26/PLRG1/CDK4/EIF4E/PPAT/ZPR1/CDKN2A/CDK5/GIGYF2/AKT1/CUL4B/PLCB1/BID/CUL3/CUL5/MEPCE/BRD4/AIF1/ANKRD17/CUL4A/CDKN2C/PTPN6/CDK17/SDE2/CUL2/ADAM17/RPS6KB1/APPL2/CDK3/RPTOR/FAM107A/PPP6C/CUL1/PRMT2/CRLF3/WEE1/CDKN1B/USP29",53
"GO:0016049","BP","GO:0016049","cell growth","101/2647","482/18723",2.34845785384917e-05,0.000396556100946294,0.000301843741311322,"DPYSL2/ENO1/HSP90AB1/MAP2/GDI1/HSPA1B/IQGAP1/EGFR/PPP2R1A/APOE/POSTN/PHB/RTN4/NPM1/DDX3X/DNM2/DBN1/PPP2CA/CAMK2D/PAFAH1B1/CYFIP1/EIF4G1/CTTN/DCLK1/PDLIM5/RUFY3/CDC42/CSNK2A1/RHOA/SFN/RBBP7/PPT1/GJA1/CPNE1/FHL1/DIP2B/PIN1/RAB21/SPAG9/PI16/NLGN3/DNAJB2/APP/PPP3CB/LAMTOR1/GSK3A/CD38/PPP1R9B/PTPRS/PLAA/EIF4G2/SPP1/GSK3B/ILK/TSG101/MTOR/SERPINE2/OGFR/ALCAM/EXOSC4/SMARCA2/CRABP2/CYBA/RPS6KA3/RGMA/IST1/CPNE5/CDKN2A/CDK5/NDRG3/AKT1/MT3/BST2/MAP2K4/USP47/NCBP1/BRAT1/DDR1/SIPA1/PTPRJ/CDKN2C/ADAM10/CDKN2AIP/ADAM17/LGI1/RPTOR/FAM107A/NRP2/PRMT2/CRLF3/CLSTN1/SLC9A6/TSPYL2/TRIM46/CDK11B/CDKN1B/PSRC1/MMP14/HDAC6/OLFM1/SEMA7A",101
"GO:0090083","BP","GO:0090083","regulation of inclusion body assembly","10/2647","17/18723",2.35063547638052e-05,0.000396556100946294,0.000301843741311322,"HSPA1B/HSPA2/CLU/PSMC6/PSMC5/DNAJB2/DNAJB1/SORL1/DNAJB6/SNCAIP",10
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","61/2647","257/18723",2.40304331465571e-05,0.000404280592909158,0.000307723337031162,"ENO1/PGK1/TPI1/ALDOA/ALDOC/PFKL/PFKM/PPP1CB/HMGB1/PPP1CA/PGAM2/AKR1B1/PDHB/SORD/PC/USP7/POFUT1/PDHA1/SORBS1/APOD/GSK3A/GPD1/ADPGK/CPT1A/HK3/GCLC/GSK3B/IRS2/HK2/RBP4/MTOR/NNMT/H6PD/SOGA1/POMC/PGM2L1/NLN/OGT/INPPL1/SLC25A1/ARPP19/AKT1/PRKAA1/RANBP2/FOXK1/GPT/AKT2/PGP/BRAT1/DUSP12/BAD/RGN/SLC39A14/MAN2C1/CRTC2/WDR5/BCKDK/IGF2/GALE/CHST1/LCMT1",61
"GO:0034440","BP","GO:0034440","lipid oxidation","32/2647","108/18723",2.41045550765144e-05,0.000404413510583169,0.000307824509016448,"HADHB/HSD17B4/ACAT1/ETFA/ACAA1/ECH1/DECR1/POR/HADH/CRAT/APOD/ETFB/IVD/BDH2/GCDH/CPT1A/CPT2/ECI2/ACOX1/SCP2/IRS2/MTOR/ILVBL/ACAA2/FABP3/AKT1/PRKAA1/AKT2/ACADS/APPL2/ACOT8/ALOX12B",32
"GO:0051348","BP","GO:0051348","negative regulation of transferase activity","63/2647","268/18723",2.44662294601171e-05,0.000409356885788863,0.00031158722219431,"PLEC/PPIA/PARK7/APOE/NPM1/EIF4A2/MVP/RPL5/PRKAR1A/ADAR/SFN/RPS20/PAK2/THY1/RPL23/GSK3A/RPL11/DNAJA1/PHPT1/WNK1/CERS1/CDK5RAP3/PKN1/GSK3B/IRS2/ILK/PPP1R1B/TSG101/SORL1/PIP4K2B/SNX6/PIP4K2A/AKT1S1/CHMP6/CDKN2A/EPHB2/PRKAR1B/AKT1/RPS15/CSK/NF2/PPP2R5A/PTPRJ/CDKN2C/PDCD4/SPRY4/CHP1/NUP62/PTPRC/PTPN1/RGN/PTPN6/BAG2/MAD2L1/NF1/DTX3L/GBA/VPS25/MEN1/CDKN1B/PIF1/PSEN1/PIP4K2C",63
"GO:0034284","BP","GO:0034284","response to monosaccharide","55/2647","225/18723",2.46986346572949e-05,0.000412116289213388,0.000313687577355808,"LDHA/PFKL/GLUL/LGALS1/KIF5B/SRI/NME1/SOD2/COL6A2/RAB11B/RHOA/OPA1/GJA1/SARM1/TRA2B/OSBP/RAC1/OXCT1/HLA-DRB1/THBS1/PPP3CB/MAP4K4/ITGA2/GCLC/DYNLL1/PHPT1/ZBTB20/IRS2/SPARC/FIS1/PRKACA/EIF2B4/CYBA/STX4/LPL/PRKAA1/ENSA/HMGN3/GCLM/ICAM1/SERPINF1/EIF2B2/EIF2B1/BAD/ENY2/C2CD2L/SLC39A14/ATG7/SMARCB1/PIH1D1/MEN1/CDKN1B/AACS/RAB11FIP5/ZBED3",55
"GO:0045185","BP","GO:0045185","maintenance of protein location","29/2647","94/18723",2.47989295241279e-05,0.000412662295923295,0.000314103177337011,"FLNA/HSPA5/GSN/YWHAB/PARK7/DBN1/SRI/GJA1/SCIN/FBN1/SUN2/G3BP2/CCDC88A/RANGAP1/VPS13C/HK2/SORL1/ANK3/CCDC22/CDK5/RER1/AKT1/SYNE1/GET4/ARL2/SUN1/OS9/ARL2BP/CIZ1",29
"GO:0000910","BP","GO:0000910","cytokinesis","45/2647","173/18723",2.5985535783331e-05,0.000431232790839136,0.000328238346736812,"PLEC/SPTBN1/MYH9/MYH10/PDCD6IP/ACTR3/ACTR2/CDC42/RHOA/STMN1/RHOC/SH3GLB1/PIN1/GIPC1/ROCK2/RAB35/GIT1/CHMP4B/PRPF40A/ANK3/SNX18/VPS4A/RHOB/CHMP6/IST1/CENPV/CETN2/SPIRE1/CUL3/DCTN3/KIF3B/PKN2/NUSAP1/NUP62/CKAP2/SNX9/ANLN/AHCTF1/KIF4A/CHMP2B/USP8/BCL2L1/AURKB/ZFYVE19/CHMP1A",45
"GO:0061025","BP","GO:0061025","membrane fusion","43/2647","163/18723",2.6973108513561e-05,0.000446408600792188,0.00033978960831803,"ANXA2/ANXA1/EEA1/NSFL1C/RAB7A/KIF5B/SEC22B/NAPA/VAPA/ARL8B/MYOF/STX12/YKT6/RAB8A/STX7/RAB8B/RABEP1/RAB13/CD9/SNAP23/VPS11/PIP4K2B/PIP4K2A/VPS4A/VTI1B/STX4/AKT2/SNAP29/STX8/STX16/STX5/CHP1/GCA/CPLX2/USE1/VAV3/CHMP2B/YIPF5/SYT7/MFN1/UBXN2B/CPLX1/STXBP6",43
"GO:0043488","BP","GO:0043488","regulation of mRNA stability","42/2647","158/18723",2.73526049629603e-05,0.000451465833807564,0.000343638985822,"VIM/KHSRP/PABPC1/NPM1/HNRNPD/YBX1/APEX1/PABPC4/MYEF2/SERBP1/TARDBP/CNOT1/DCPS/ROCK2/FXR2/RBM10/LARP1/FXR1/MTOR/ELAVL4/FMR1/YTHDF3/CELF1/YTHDF2/ZC3H14/FTO/YTHDF1/GIGYF2/AKT1/CNOT2/EXOSC5/PAIP1/CNOT3/PCBP4/PUM1/EXOSC3/DIS3/EXOSC7/METTL3/MYD88/POLR2D/AGO2",42
"GO:0070482","BP","GO:0070482","response to oxygen levels","77/2647","347/18723",2.89905711180145e-05,0.000477211368780902,0.000363235528605908,"ENO1/LMNA/PGK1/HSP90B1/HSPD1/LDHA/P4HB/POSTN/HYOU1/AHCY/COL1A1/PHB2/ABAT/NDRG1/HP1BP3/SOD2/RHOA/OPA1/LONP1/S100B/PIN1/AK4/ALDH3A1/ROCK2/THBS1/NOTCH1/TBL2/MECP2/PLOD1/ITGA2/CD38/ADSL/NDUFS2/HDAC2/ATP6V1G1/SCFD1/CHCHD2/STUB1/ITPR2/HK2/HMOX1/MTOR/FIS1/SOD3/AQP1/CDK4/ACAA2/CYBA/PLOD2/EGLN1/CREB1/HMOX2/PDLIM1/AKT1/MT3/PRKAA1/NOL3/ITPR1/AGTRAP/SCN2A/ICAM1/CYBB/BAD/MTHFR/VASN/ATG7/ADAM17/NF1/CASP1/POLB/KCND2/XRCC1/PTN/ATP6AP1/CDKN1B/MMP14/CARD16",77
"GO:1903050","BP","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","54/2647","221/18723",2.94917472440704e-05,0.000484156183923489,0.000368521663355446,"HSP90AB1/HSPA1B/PARK7/APOE/CLU/USP5/PSMC6/PSMC2/RPL5/PSMC5/PSMC3/CSNK2A1/RAD23B/USP7/RPL23/SGTA/GIPC1/UBQLN2/DNAJB2/GSK3A/USP14/GCLC/UBE2V2/RPL11/DDRGK1/STUB1/CSNK2A2/UBXN1/GSK3B/UFL1/PTK2/FMR1/UBQLN4/EIF3H/PRKACA/CCDC22/CSNK1E/OGT/AKT1/PSMD14/RNF40/UBE3A/RGN/BAG2/GABARAPL2/RAD23A/HECTD1/DAB2/CSNK1A1/GBA/ARIH1/SUMO1/PSEN1/UCHL5",54
"GO:0005977","BP","GO:0005977","glycogen metabolic process","24/2647","72/18723",2.98114009940808e-05,0.000488091758366893,0.000371517276110796,"PYGB/PYGM/PFKM/PPP1CB/HMGB1/PPP1CC/PPP1CA/UGP2/PYGL/GBE1/AGL/SORBS1/PTGES3/GSK3A/GSK3B/IRS2/MTOR/GYS1/POMC/AKT1/AKT2/PHKB/PHKA1/IGF2",24
"GO:0036257","BP","GO:0036257","multivesicular body organization","14/2647","31/18723",3.03714896757032e-05,0.000494947679440144,0.000376735748004046,"PDCD6IP/HGS/CHMP4B/TSG101/VPS4A/CHMP6/IST1/VTA1/VPS28/VPS37B/STAM2/VPS25/CHMP2B/CHMP1A",14
"GO:0006406","BP","GO:0006406","mRNA export from nucleus","21/2647","59/18723",3.0473281065907e-05,0.000494947679440144,0.000376735748004046,"DDX39A/ALYREF/SRSF3/DDX19B/CHTOP/NUP214/PABPN1/AGFG1/NUP155/RAE1/NUP85/POLDIP3/SUPT6H/NSUN2/NCBP1/NUP160/ENY2/NUP107/FYTTD1/ZC3H11A/POLR2D",21
"GO:0071427","BP","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","21/2647","59/18723",3.0473281065907e-05,0.000494947679440144,0.000376735748004046,"DDX39A/ALYREF/SRSF3/DDX19B/CHTOP/NUP214/PABPN1/AGFG1/NUP155/RAE1/NUP85/POLDIP3/SUPT6H/NSUN2/NCBP1/NUP160/ENY2/NUP107/FYTTD1/ZC3H11A/POLR2D",21
"GO:0007041","BP","GO:0007041","lysosomal transport","33/2647","114/18723",3.06757790281706e-05,0.00049691507301071,0.000378233254749131,"HSPA8/CLU/RAB7A/VPS35/SCARB2/ARL8B/VPS18/VPS51/HGS/SNX27/HOOK3/TSG101/VPS16/SORL1/VPS11/SORT1/AP3B1/UBXN6/VPS4A/RHOB/AP1G1/RBSN/NPC1/M6PR/STX8/IGF2R/USE1/DTX3L/CHMP2B/VPS33A/ARSB/MTM1/SCYL2",33
"GO:0070841","BP","GO:0070841","inclusion body assembly","12/2647","24/18723",3.20163851034752e-05,0.00051589462751167,0.000392679785076924,"HSPA1B/HSPA2/CLU/PSMC6/PSMC5/BAG3/DNAJB2/DNAJB1/SORL1/DNAJB6/SNCAIP/HDAC6",12
"GO:1903077","BP","GO:1903077","negative regulation of protein localization to plasma membrane","12/2647","24/18723",3.20163851034752e-05,0.00051589462751167,0.000392679785076924,"CLTC/AP2M1/PICALM/GBP1/CSK/PPP2R5A/HECTD1/DAB2/TMBIM1/ABI3/BCL2L1/LRRC15",12
"GO:0097237","BP","GO:0097237","cellular response to toxic substance","35/2647","124/18723",3.22628516237332e-05,0.000517958855359648,0.000394250998469092,"PRDX2/PARK7/APOE/HP/PRDX4/GSTM3/SOD2/GSTM2/ESD/GSTK1/GSTM1/TXNRD1/RDH11/PTGS1/ALDH1A1/CERS1/FIS1/SOD3/GPX4/MT3/NXN/KDM3B/TXNRD2/CCS/ABCB6/SRXN1/MGST1/NQO1/HBZ/PPP1R9A/GSTZ1/PXDN/ALOX5AP/PTGES/GPX3",35
"GO:0046390","BP","GO:0046390","ribose phosphate biosynthetic process","48/2647","190/18723",3.23141188622934e-05,0.000517958855359648,0.000394250998469092,"ENO1/ALDOA/TKT/ATIC/AK1/ACLY/PAICS/NME1/CAD/PYGL/ACAT1/IMPDH2/PRPS1/PPT1/PDHB/GUK1/PDHA1/AK4/PAPSS1/CMPK1/HSD17B12/AMPD2/GCDH/STOML2/ADSL/PRPSAP2/PRPS2/COASY/ACACA/AK2/DCAKD/ADK/PPAT/CTPS2/SLC25A1/TECR/PANK4/NME3/PANK2/PDHX/AK5/UPP1/AMPD3/ACSBG1/SLC35B2/UQCC3/ACSS2/ACSF3",48
"GO:0044091","BP","GO:0044091","membrane biogenesis","20/2647","55/18723",3.27712361350746e-05,0.000523910835279845,0.000398781424007963,"SPTBN1/ANXA2/FLOT1/NSFL1C/FLOT2/PICALM/PACSIN2/NLGN3/RFTN1/CHMP4B/NLGN4X/PTPRD/ANK3/UBE2I/VPS4A/STX4/EPHB2/S100A10/NRXN1/UBXN2B",20
"GO:0061640","BP","GO:0061640","cytoskeleton-dependent cytokinesis","30/2647","100/18723",3.29266440990808e-05,0.000525020928232602,0.000399626385437793,"PLEC/SPTBN1/MYH10/PDCD6IP/ACTR3/ACTR2/RHOA/STMN1/RHOC/ROCK2/RAB35/CHMP4B/ANK3/SNX18/VPS4A/RHOB/CHMP6/IST1/SPIRE1/DCTN3/NUSAP1/NUP62/CKAP2/SNX9/ANLN/KIF4A/CHMP2B/USP8/AURKB/CHMP1A",30
"GO:0046686","BP","GO:0046686","response to cadmium ion","23/2647","68/18723",3.33372933625239e-05,0.000530184506679515,0.00040355670912529,"EGFR/MAPK1/SOD2/SORD/PCNA/DTYMK/PPP5C/GCLC/SPARC/HMOX1/NUDT1/MT2A/AKT1/MT3/CYB5A/NPC1/CDK1/ABCB6/CYBB/UBE2D3/CDKN1B/SUMO1/HAAO",23
"GO:0050817","BP","GO:0050817","coagulation","54/2647","222/18723",3.36947517064051e-05,0.000534477529015625,0.000406824397909733,"FLNA/ACTB/MYH9/TLN1/ANXA5/ANXA2/PPIA/PRDX2/APOE/GNAS/ABAT/F13A1/PABPC4/LMAN1/VTN/THBS1/ENTPD2/ITGA2/APOH/SERPIND1/CD9/PDGFRA/ITGB3/ILK/SERPINE2/FCER1G/F12/AP3B1/ENTPD1/STXBP3/SEMG1/EPHB2/METAP1/BLOC1S3/MMRN1/VKORC1/SERPINB2/PTPN6/PLSCR1/BLOC1S4/DGKZ/COL3A1/P2RY12/F3/FIBP/SERPINE1/GP1BB/VAV3/PLEK/WAS/KLKB1/PLA2G4A/PSEN1/ANO6",54
"GO:0019068","BP","GO:0019068","virion assembly","15/2647","35/18723",3.40033666648313e-05,0.000537975544616903,0.000409486957163608,"APOE/PDCD6IP/RAB1B/PC/RAB1A/CHMP4B/TSG101/VPS4A/CHMP6/VTA1/VPS28/VPS37B/MVB12B/CHMP2B/CHMP1A",15
"GO:0051293","BP","GO:0051293","establishment of spindle localization","19/2647","51/18723",3.47086660461607e-05,0.000547715306314995,0.00041690050118277,"DYNC1H1/MYH9/MAP4/KPNB1/DCTN1/NSFL1C/PAFAH1B1/GJA1/CLASP1/DYNLT1/ZW10/SPIRE1/NUSAP1/HTT/MAD2L1/UBXN2B/ANKFN1/CDK5RAP2/ZBED3",19
"GO:0006979","BP","GO:0006979","response to oxidative stress","94/2647","446/18723",3.52228701487876e-05,0.00055425409478876,0.000421877583547295,"EEF2/HSPA1B/HSPD1/ANXA1/EGFR/PPIA/LDHA/P4HB/ATP2A2/PRDX2/IDH1/PARK7/APOE/STAT1/MAPK1/HP/COL1A1/APEX1/PRDX4/SOD2/MYEF2/PSMB5/LONP1/LANCL1/EIF2S1/PSIP1/TRA2B/PON2/PCNA/APOD/APP/PPP5C/PTGS1/CD38/GCLC/NDUFS2/STAU1/ARL6IP5/HDAC2/CHCHD2/FYN/PDGFRA/AGAP3/OXSR1/HMOX1/SOD3/DIABLO/NDUFB4/AQP1/GPX4/RHOB/NUDT1/ERMP1/STX4/HMOX2/NDUFA12/MSRA/PDLIM1/AKT1/MT3/SMPD3/TXNRD2/TBC1D24/PRKAA1/NOL3/NDUFS8/CCS/NDUFA6/GCLM/CDK1/SIGMAR1/STK24/AIF1/PDCD10/UBE3A/BAD/SESN3/ATRN/SRXN1/MGST1/ATG7/NQO1/GGT7/PAWR/PXDN/SLC25A24/PNKP/XRCC1/PNPLA8/MMP14/GPX3/HDAC6/PSEN1/TOR1A",94
"GO:0052126","BP","GO:0052126","movement in host environment","45/2647","175/18723",3.5304542798891e-05,0.00055425409478876,0.000421877583547295,"HSPA1B/EGFR/GSN/PPIA/P4HB/PHB/RPSA/LGALS1/SLC3A2/RAB7A/BSG/TFRC/VAPA/SCARB2/PC/ARL8B/HLA-DRB1/KPNA3/VPS18/SNX3/ITGA2/DAG1/TRIM25/CD81/CXADR/ITGB3/CHMP4B/TSG101/CD74/DYNLT1/IDE/VPS4A/IST1/EXOC2/VPS37B/NPC1/SLC20A2/ICAM1/CDK1/PPID/PLSCR1/TRIM21/CHMP2B/ITGA5/EXOC7",45
"GO:0061001","BP","GO:0061001","regulation of dendritic spine morphogenesis","18/2647","47/18723",3.60705147928307e-05,0.000564827266255942,0.000429925488057059,"DBN1/PAFAH1B1/ACTR2/PDLIM5/DNM3/OPA1/ABI2/PAK3/CDK5/BAIAP2/TANC2/UBE3A/ADAM10/ARHGAP44/KIF1A/SIPA1L1/PPP1R9A/ABI3",18
"GO:0051047","BP","GO:0051047","positive regulation of secretion","70/2647","310/18723",3.64793972587422e-05,0.000569769000151249,0.000433686951930557,"MYH10/GLUD1/EZR/EGFR/PPIA/GNAI2/PFKM/GLUL/PDCD6IP/ABAT/RAB7A/KIF5B/SRI/TARDBP/GJA1/SCIN/MYO18A/OSBP/RAC1/OXCT1/CLASP1/HLA-DRB1/AIMP1/ITGB2/TMED10/PPP3CB/RAB8B/CD38/HGS/DYNLL1/PHPT1/SLC12A2/RAB3D/SPP1/IRS2/RBP4/TSG101/AQP1/PTPN23/VPS4A/CYBA/AP1G1/CREB1/STX4/CDK5/SMPD3/ITGAM/PRL/PPID/EDNRB/BAD/SDC4/C2CD2L/SNX4/EXOC1/ARF6/WLS/SLC6A1/STXBP5/SCAMP5/PTGES/SYT7/ATP6AP1/ITSN1/CACNB2/ALOX12B/PLA2G4A/UNC13D/AACS/LACRT",70
"GO:0009749","BP","GO:0009749","response to glucose","52/2647","212/18723",3.6763514369399e-05,0.000572741791464081,0.00043594973000877,"LDHA/PFKL/GLUL/LGALS1/KIF5B/SRI/NME1/COL6A2/RAB11B/RHOA/OPA1/GJA1/SARM1/TRA2B/OSBP/RAC1/OXCT1/HLA-DRB1/THBS1/PPP3CB/MAP4K4/GCLC/DYNLL1/PHPT1/ZBTB20/IRS2/FIS1/PRKACA/EIF2B4/CYBA/STX4/LPL/PRKAA1/ENSA/HMGN3/GCLM/ICAM1/SERPINF1/EIF2B2/EIF2B1/BAD/ENY2/C2CD2L/SLC39A14/ATG7/SMARCB1/PIH1D1/MEN1/CDKN1B/AACS/RAB11FIP5/ZBED3",52
"GO:0016126","BP","GO:0016126","sterol biosynthetic process","22/2647","64/18723",3.69963126397438e-05,0.000574901988017596,0.000437593991206933,"APOE/ACLY/CYB5R3/PMVK/SEC14L2/POR/ERLIN2/FDPS/CYB5R1/APOB/HMGCS1/ACAA2/CYP51A1/PRKAA1/DHCR7/NSDHL/IDI1/LBR/LSS/FGF1/EBP/CYB5R2",22
"GO:0043279","BP","GO:0043279","response to alkaloid","33/2647","115/18723",3.72530895452769e-05,0.000577422887951792,0.000439512806390443,"HSP90AB1/HSPA5/HSPD1/DNM2/UQCRC1/DHX15/ABAT/SLC1A3/CAD/GSTM2/PPP2R2A/TMED10/PPP5C/CPT1A/PPP1R9B/HDAC2/SRSF9/HNMT/PPP1R1B/MTOR/ELAVL4/SRR/CDK5/PRKAA1/ICAM1/AIF1/GRM2/UBE3A/ATG7/NQO1/SLC6A1/CASP6/BCL2L1",33
