,intercept,f,pval,qval,deltaBeta
cg09410612,0.531373,77.2343612560365,6.25820740968084e-17,1.68184474692121e-15,-0.15134659533580863
cg01174811,0.436868666666667,76.9984242210223,6.90551980112456e-17,1.8411453443308302e-15,-0.1585611386362764
cg25740301,0.543671133333333,76.9139806893907,7.153220355616661e-17,1.90031757296265e-15,-0.17161407664565254
cg02497558,0.422536133333333,76.8431162432896,7.36797400280152e-17,1.95112189655936e-15,-0.1988946742942419
cg05484949,0.313969066666667,76.7819410902936,7.558573758613251e-17,1.9968152320483003e-15,-0.17566837394630447
cg17614995,0.642826533333333,76.7555465789787,7.64233376585299e-17,2.0173371194501603e-15,-0.1865142678583711
cg06641366,0.5461128,76.7416645251019,7.68676090449229e-17,2.0282579234196e-15,-0.17937418552992845
cg09644974,0.480900133333333,76.6922373051729,7.84706406795002e-17,2.0661757337807003e-15,-0.15735316038043123
cg15400671,0.408426266666667,76.6738250934302,7.90763480316064e-17,2.08013429006323e-15,-0.173966720540271
cg27396830,0.513987533333333,76.6172990803849,8.09654275293374e-17,2.1262421150396703e-15,-0.1863014647254252
cg15317129,0.450604866666667,76.5825784414593,8.21482171704503e-17,2.15474609212435e-15,-0.1617212394546123
cg27359469,0.477756466666667,76.5343621436556,8.38196321881936e-17,2.19454044026434e-15,-0.18019803153262082
cg04435975,0.271865466666667,76.4549188198441,8.66484803197085e-17,2.2635452932716503e-15,-0.1546877262067618
cg06623668,0.482109,76.4377204062104,8.72734242780093e-17,2.2786752151046e-15,-0.1501265814435363
cg08015762,0.492322933333333,76.4151106635978,8.810190480060251e-17,2.29879950557815e-15,-0.1722139882172622
cg06858185,0.381126733333333,76.3406439050471,9.08869117582764e-17,2.36588739405265e-15,-0.16554143912795571
cg24584721,0.3755648,76.3023418501567,9.23537000708289e-17,2.3981134264286902e-15,-0.1601236027023515
cg18957463,0.4264284,76.2975965941553,9.25370710163829e-17,2.40193534829403e-15,-0.16259415533677135
cg24186506,0.423291866666667,76.2216797084497,9.55210285313291e-17,2.4758385198120404e-15,-0.15349668741928385
cg07366188,0.2600328,76.1943474571575,9.66188754645959e-17,2.50136380644047e-15,-0.15188441695204657
cg21430752,0.4957656,76.1622358231796,9.792492129714361e-17,2.5322131885006302e-15,-0.1535224905234277
cg13520053,0.581716266666667,76.0385443491403,1.03123831621403e-16,2.65836561949487e-15,-0.15791118272947902
cg04847841,0.463777,75.9438201197257,1.07292211657535e-16,2.7576093582536603e-15,-0.168580002544651
cg13152158,0.444775533333333,75.9021857425878,1.09177575353897e-16,2.80281099377013e-15,-0.1624956833923349
cg12669271,0.414975666666667,75.8855896431586,1.09938367488854e-16,2.8201606993382904e-15,-0.16700374637674226
cg05526015,0.619877866666667,75.7416649022004,1.16763846836588e-16,2.9802768354515505e-15,-0.16529540419439714
cg14660163,0.564637066666667,75.7318730633932,1.17243412461668e-16,2.9913670228694603e-15,-0.18433850707685961
cg06442684,0.425629866666667,75.4478469720676,1.32050514214353e-16,3.3387857238928404e-15,-0.17577619467536565
cg05490023,0.383043733333333,75.4345057346471,1.3279054607338399e-16,3.3566444315402304e-15,-0.16972994108631084
cg01328621,0.5221036,75.3865251204391,1.35486657073302e-16,3.4195871997026603e-15,-0.1583657701013078
cg04904609,0.463284733333334,75.3746014749977,1.36165165955902e-16,3.4354060449731202e-15,-0.15324051858730325
cg18430465,0.480860266666667,75.0625579182768,1.55190294568606e-16,3.88098532307202e-15,-0.16115104537224823
cg02987635,0.514449333333333,75.0376862965501,1.56817163652887e-16,3.918225545346161e-15,-0.15609187401659574
cg21025171,0.408798466666667,74.8752646321239,1.67871448113499e-16,4.1766099180671005e-15,-0.17618983456269766
cg02647835,0.600764533333333,74.8700178908794,1.68241320208429e-16,4.18528936619904e-15,-0.17366594914524602
cg13435834,0.381788866666667,74.8223097705109,1.716423741993e-16,4.26510113468975e-15,-0.1509309370629371
cg26400421,0.5119296,74.8191179495612,1.7187236815658899e-16,4.269750627734471e-15,-0.15634900055716727
cg12486498,0.163387266666667,74.6884983256717,1.81555243367636e-16,4.4912483867767704e-15,-0.16968218737426957
cg01922603,0.546465466666667,74.5211986548479,1.94763199534227e-16,4.78714349371018e-15,-0.15914487870891103
cg11724750,0.4288538,74.5190496498335,1.94939001758733e-16,4.7907891521229604e-15,-0.15567338597380725
cg20587945,0.456720133333333,74.4173887291305,2.03440485636079e-16,4.9855689225173605e-15,-0.1667581255292815
cg21457147,0.439468066666666,74.4060536915418,2.04411206948007e-16,5.0068930593845006e-15,-0.2023543198527638
cg24810836,0.261961,74.3192027497913,2.12005320016817e-16,5.176350799675551e-15,-0.1589514657879843
cg16092829,0.4542818,74.3111233792271,2.12726037392701e-16,5.19140188048377e-15,-0.1634096383808818
cg05833351,0.252691666666667,74.2081499608475,2.22130554624198e-16,5.40105447775472e-15,-0.15470781011081186
cg18006379,0.622918333333333,74.158755293379,2.26789072215273e-16,5.505586259456271e-15,-0.1577655555555555
cg18642425,0.390358533333333,74.0888103878093,2.33554346089117e-16,5.6574075233433805e-15,-0.154373465757225
cg12180551,0.546255266666667,73.9638946524638,2.46145634352758e-16,5.940008641891921e-15,-0.1639426086939908
cg10855276,0.455413533333333,73.884711456858,2.5447855561915e-16,6.12329055764142e-15,-0.1729795501898922
cg25693317,0.574282066666667,73.7735496102301,2.66657867388566e-16,6.4001104664465505e-15,-0.1911418947217166
cg20505372,0.6175716,73.7074020574646,2.7418178618251e-16,6.5625017718019304e-15,-0.1584602253924825
cg27300028,0.406060066666667,73.6585617726477,2.79873824374286e-16,6.6858824242554305e-15,-0.1566012719828575
cg22573528,0.453202933333333,73.6406917582754,2.8198603986887297e-16,6.732302874324151e-15,-0.1641502830685047
cg00782188,0.474759333333333,73.6021023158004,2.8660213191887597e-16,6.8367725982878906e-15,-0.1569576746189339
cg03048947,0.381486866666667,73.5093496543179,2.98010610786465e-16,7.093621731648571e-15,-0.15838861969537316
cg13420320,0.4046608,73.466179801966,3.03475171104555e-16,7.21421046478859e-15,-0.15463416785130052
cg22606873,0.542513533333333,73.4424572605545,3.06520833656586e-16,7.279659897115e-15,-0.15375648884084459
cg12076147,0.543868533333333,73.3797360551556,3.14722355599221e-16,7.465536983903111e-15,-0.16077830659768133
cg23960088,0.402323866666666,73.2246415837352,3.35963307098641e-16,7.9297219094877e-15,-0.1674951126420307
cg07443074,0.520787066666667,73.1272412684747,3.50034096637551e-16,8.23256085398422e-15,-0.19521553892072357
cg24889708,0.311079733333333,73.0992087086796,3.5419257276842597e-16,8.32250187656296e-15,-0.18981874816038735
cg14594111,0.506231266666667,73.058393808853,3.6033625684595797e-16,8.452897209695061e-15,-0.15647864993668698
cg12114200,0.251822066666667,73.0518492523455,3.61331304102838e-16,8.474071543670421e-15,-0.1710907169027963
cg14391247,0.521495733333333,73.051617747928,3.61366553059959e-16,8.474071543670421e-15,-0.1582363426363096
cg13752649,0.436800533333333,72.9879196302658,3.71197853632581e-16,8.69044086528651e-15,-0.1514369934810353
cg12131906,0.495406,72.9657624016113,3.7468035310361397e-16,8.762548346329221e-15,-0.15480147092305774
cg15936366,0.3111088,72.9630859099859,3.7510324173021097e-16,8.770378345393541e-15,-0.15895156335249605
cg01014190,0.389936,72.9326456336691,3.79946753990279e-16,8.87841348874757e-15,-0.15345224801106622
cg01831657,0.439307,72.8818581093761,3.88168281754662e-16,9.054592762464131e-15,-0.188751535180123
cg11404544,0.447014733333333,72.6729975616311,4.23903458693149e-16,9.818014697099812e-15,-0.16209858037174862
cg26258213,0.363985666666667,72.6617060147903,4.25927080192389e-16,9.861442892692822e-15,-0.1532957952016168
cg01569440,0.314335533333333,72.6255939366047,4.32464394546045e-16,1.00046582340117e-14,-0.15496066213727266
cg00905220,0.537541266666667,72.6219093863034,4.33137051629564e-16,1.0017891947744401e-14,-0.15967074221048683
cg14203613,0.515205866666667,72.5323358487052,4.4981751238628e-16,1.03711663075571e-14,-0.15083493630425981
cg23531697,0.583106133333333,72.4985393339797,4.56277721478659e-16,1.05079491810515e-14,-0.15572709370246718
cg12997635,0.626485466666667,72.206885970564,5.16052295468401e-16,1.17648112380474e-14,-0.16575141239582325
cg07823492,0.348044533333333,72.143473933177,5.30057796725897e-16,1.20551226343503e-14,-0.18167823690345447
cg22022321,0.555027666666667,72.1256765523623,5.3405689304309495e-16,1.21405280663174e-14,-0.16317710988922318
cg12737938,0.3373618,71.9454928301625,5.76293838316964e-16,1.30337316307209e-14,-0.15400676029579174
cg09894683,0.387051,71.9232578759403,5.8173369821081e-16,1.3150787816072e-14,-0.15168976677794405
cg14401309,0.574687933333333,71.8457469394955,6.01104120097391e-16,1.3554826984619801e-14,-0.15387220702234372
cg08180229,0.356529133333333,71.7575051176521,6.23947367490341e-16,1.40429064064407e-14,-0.18504021549441685
cg02902915,0.3902272,71.7469264439622,6.26743858595397e-16,1.41010646878716e-14,-0.1628542886456908
cg23141629,0.559276733333333,71.5804666435111,6.72445440846227e-16,1.50460051242791e-14,-0.16912155774853066
cg05066178,0.486726533333333,71.4913512819705,6.98275005555325e-16,1.55819244364421e-14,-0.16245758192649545
cg02969422,0.46709,71.486114552332,6.99823522245572e-16,1.56129803047191e-14,-0.20349072256607958
cg14467276,0.283097866666667,71.4808336533777,7.013885981196429e-16,1.56426395219977e-14,-0.15634267996048895
cg22660933,0.484550466666667,71.363672928777,7.37031163449026e-16,1.63678953666853e-14,-0.19498201007326021
cg14633892,0.4900418,71.1018431320205,8.23412218021179e-16,1.81486075144449e-14,-0.1633479485192837
cg11746048,0.6251962,71.0430455610352,8.44170618681566e-16,1.8571194813370302e-14,-0.1761507744157348
cg10564791,0.505885466666667,70.9793236158501,8.67262462032231e-16,1.90455358554768e-14,-0.15550966739572536
cg23738424,0.512122,70.9139915943218,8.91597709326056e-16,1.95454636513354e-14,-0.15575055290831413
cg10723575,0.440652666666667,70.8964214705367,8.98258750185292e-16,1.96806533410624e-14,-0.20220938599093757
cg18180230,0.6147416,70.8921268284154,8.9989449861576e-16,1.97121546475652e-14,-0.16445907871180698
cg23856293,0.5067734,70.7587121134896,9.522299550482701e-16,2.07603652775213e-14,-0.19886818718268018
cg15473502,0.499644933333333,70.685612857207,9.82192555425345e-16,2.13621525775105e-14,-0.16721944968934066
cg23190164,0.4367006,70.5855833488015,1.02473663748378e-15,2.22219332195053e-14,-0.1922232188422484
cg04825276,0.4673986,70.4744127466185,1.0741981475334701e-15,2.32111197201271e-14,-0.15409984776345254
cg27217474,0.324741933333333,70.4171522209883,1.1006042486489901e-15,2.37456270549246e-14,-0.15042725236723248
cg05181927,0.487523466666667,70.3834128849163,1.1164681131733602e-15,2.40696369057229e-14,-0.17564567362774214
cg18671037,0.531515266666667,70.2208980472835,1.19616371155625e-15,2.5657223051457702e-14,-0.16439566707164244
cg09820244,0.521683266666667,70.2108820450992,1.20125865144381e-15,2.57554107439739e-14,-0.16284224810523334
cg25454110,0.566581666666667,69.9613559564681,1.33548210659957e-15,2.8394751919930702e-14,-0.17702243013484464
cg13382516,0.445641533333333,69.8831041784704,1.3806073031553401e-15,2.92698166971816e-14,-0.1525413038238551
cg01720945,0.515153466666667,69.8699208040388,1.38835930420034e-15,2.94278984867541e-14,-0.17005480273215157
cg10646968,0.573857666666667,69.8219691751578,1.4169266228737001e-15,2.99951042009917e-14,-0.18349506343451338
cg06250127,0.364053666666667,69.8113979783081,1.4233035710327901e-15,3.01172923145795e-14,-0.1847526293706293
cg05265257,0.4413636,69.7910448285368,1.4356627822151301e-15,3.03498529733045e-14,-0.15682098339160838
cg26354493,0.277459666666667,69.4769645053055,1.6406680272677202e-15,3.43806548254188e-14,-0.21496206232492998
cg20221707,0.4951716,69.3008532517208,1.7682544232116502e-15,3.68448952126509e-14,-0.1869312095887652
cg26229752,0.497406733333333,69.288345843732,1.7776864259362203e-15,3.70220595881311e-14,-0.17852611811476204
cg18664866,0.655832733333333,68.9955482623935,2.01354963431208e-15,4.1638033568819995e-14,-0.15107384663216405
cg27168858,0.546798133333333,68.9900898576372,2.0182334416861103e-15,4.17175614841445e-14,-0.15805958749868454
cg01477835,0.5127354,68.8697193828605,2.1243545836556503e-15,4.3729557593658604e-14,-0.15272309980430532
cg22985451,0.402901066666667,68.5914049584044,2.3917246111498402e-15,4.8869615723989305e-14,-0.15918790241678066
cg08556718,0.4593892,68.555389501907,2.4287127768511002e-15,4.95491265735912e-14,-0.1647185591042019
cg00448578,0.508124733333333,68.5034127186146,2.4831102292769e-15,5.05656636469351e-14,-0.16490463845804693
cg22390041,0.548283466666667,68.3887459973809,2.60749171056951e-15,5.2898401102804105e-14,-0.16871990108386825
cg13055709,0.5308092,68.347573394911,2.65366593885513e-15,5.37256759931613e-14,-0.1961947087985879
cg13306921,0.361788266666667,68.278701368842,2.7327507666157602e-15,5.52762360726479e-14,-0.15116690932186833
cg22495636,0.468277466666667,68.2379624931518,2.78064231022444e-15,5.6153693411564704e-14,-0.19681361670733344
cg18184053,0.356946466666667,68.0689926656353,2.9884619332907803e-15,6.010062174314431e-14,-0.15493596443228458
cg00425843,0.486240666666667,68.0194929207372,3.0522518588209404e-15,6.13030111148509e-14,-0.18586454048003975
cg14331609,0.617175133333333,67.925338055879,3.1773940332973504e-15,6.362392343397131e-14,-0.16165415095461833
cg02035733,0.4598954,67.8407709815609,3.2941875872828803e-15,6.57839905980248e-14,-0.1517273638172496
cg05392949,0.5769958,67.6802978202641,3.5278204261125602e-15,7.01961563130406e-14,-0.16144723766066593
cg15924102,0.604644533333333,67.6213165396999,3.61782039221649e-15,7.18648924044455e-14,-0.1851647170367252
cg13542073,0.573372466666667,67.618562529898,3.62207874733608e-15,7.19423046788959e-14,-0.18582924792022903
cg15465743,0.524708333333333,67.6066776640036,3.64051348681248e-15,7.22940370969973e-14,-0.15358673482819318
cg10237765,0.418072933333333,67.5712777056788,3.69598388394104e-15,7.33078554181365e-14,-0.16388189593716823
cg10428413,0.5941504,67.4167847303012,3.9481952080958805e-15,7.79763690464703e-14,-0.178744191308008
cg11904435,0.405005466666667,67.2450989678571,4.24884359115576e-15,8.34259760617949e-14,-0.1507345391598825
cg26279216,0.566084933333333,67.2044777065874,4.3232843310459605e-15,8.477894927400541e-14,-0.18241439917616642
cg08594936,0.371956666666667,67.1565124859988,4.41287446157753e-15,8.6385308944006e-14,-0.16583615278355757
cg23995605,0.447825733333333,67.0852231165351,4.5494925167618e-15,8.883868183795361e-14,-0.15808081352636133
cg01709589,0.485910866666667,67.0420047930472,4.6343790511574605e-15,9.0389913100144e-14,-0.19090915662996377
cg27456707,0.654130733333333,66.8638468467564,5.00146208988831e-15,9.69891126566184e-14,-0.18180621355050985
cg04025739,0.4363176,66.7108046872615,5.34007509392104e-15,1.03073753706555e-13,-0.17124637060826492
cg24908198,0.5623132,66.5670571034239,5.679106263837131e-15,1.09131130833859e-13,-0.150960128067688
cg16360831,0.339065733333333,66.5284334124862,5.77383651581966e-15,1.10876596192118e-13,-0.19954322569085892
cg05378452,0.609529133333333,66.4603562756877,5.94469257889843e-15,1.13948814955764e-13,-0.1610900539351211
cg24288715,0.483096,66.2296832372665,6.562353866093041e-15,1.25065946688787e-13,-0.15350820793433656
cg21129531,0.4675234,66.190304524921,6.674072022570881e-15,1.26976345475695e-13,-0.16180503486843612
cg10070788,0.304955933333333,66.0247674437131,7.16502066122053e-15,1.35720340725295e-13,-0.15183167807295306
cg16557698,0.5279728,65.9251470325415,7.47782314114309e-15,1.41188850365692e-13,-0.1613928433346835
cg23135546,0.619448266666667,65.9194840738779,7.49601165169632e-15,1.4149202166519e-13,-0.16186909521395143
cg13263591,0.541637066666667,65.8735484736636,7.6452036856293e-15,1.44171461460292e-13,-0.15070356914858962
cg19026859,0.5586816,65.859401050674,7.691751367598521e-15,1.44966879205654e-13,-0.21055702643256802
cg21368094,0.540437,65.8423913113826,7.74809422743303e-15,1.4597351471728499e-13,-0.16594955148682833
cg13924715,0.332184333333333,65.8219785665154,7.8162575338904e-15,1.4720200072168299e-13,-0.18542741034685478
cg01070987,0.246986333333333,65.7951347458598,7.90681497922392e-15,1.48808939127496e-13,-0.16992095971926421
cg07292251,0.6477386,65.7506896155885,8.059076794670561e-15,1.51459843293386e-13,-0.17413445645362202
cg05330708,0.4092022,65.5507648167942,8.781305431464951e-15,1.64196401090875e-13,-0.1543801281608534
cg17265300,0.535012533333333,65.5460560168553,8.79907900459516e-15,1.64497846936419e-13,-0.1720311159729464
cg09301052,0.440589733333333,65.5208479580709,8.8948452020852e-15,1.66116642161917e-13,-0.19253499136765595
cg26046072,0.476965933333333,65.456033221861,9.1459203068844e-15,1.70437989108255e-13,-0.15296467821649207
cg25099065,0.4405604,65.429251507342,9.251735980641951e-15,1.722487167261e-13,-0.15477559018956422
cg01824603,0.401671133333333,65.3371202627131,9.625246544743491e-15,1.7870151256942499e-13,-0.15562959579180513
cg00675891,0.533307333333333,65.1685778798002,1.03482468966029e-14,1.9109136440111e-13,-0.2417674769537732
cg22708630,0.347868,65.0141002347102,1.10588191387391e-14,2.0336422703569e-13,-0.15226913900172762
cg14722290,0.430391466666667,64.9556426493808,1.13403418465925e-14,2.08195177083951e-13,-0.2103195499405242
cg25800356,0.616065866666667,64.8495428046527,1.18698511034429e-14,2.17115688847052e-13,-0.15513218204806956
cg09690597,0.517754466666667,64.7248088118788,1.25242608999278e-14,2.28351617633409e-13,-0.15568740082079346
cg19241954,0.203461,64.6196077697433,1.310433457009e-14,2.38316993879907e-13,-0.1501451867596037
cg04410710,0.599904066666667,64.5871728533245,1.3288573881304e-14,2.41469124228753e-13,-0.16793727090004507
cg19366147,0.6273232,64.5858148769952,1.3296344144046501e-14,2.41588274367463e-13,-0.19973377509654355
cg14563363,0.4100354,64.5691960316908,1.33918072843201e-14,2.4314531607063997e-13,-0.15506089941554652
cg25428177,0.337569533333333,64.5461135719711,1.35255441808398e-14,2.45349783734491e-13,-0.16724392189433906
cg05757907,0.574539933333333,64.424998170507,1.4249610604477502e-14,2.57522376906209e-13,-0.15239176865600157
cg02059509,0.339577466666667,64.370063693734,1.45907602371131e-14,2.6323382219752997e-13,-0.15072767552830207
cg25545323,0.529040533333333,64.3161836657058,1.49333427511228e-14,2.68951445133921e-13,-0.1894275441339326
cg12611013,0.476814866666667,64.2732649561058,1.52120119483463e-14,2.73623860327261e-13,-0.16841376329150304
cg22506548,0.5551582,64.1601952880425,1.59714746193415e-14,2.86508210176226e-13,-0.1668736266039481
cg00346623,0.659132533333333,64.092337606434,1.64454575959066e-14,2.94427372737983e-13,-0.17533002202021897
cg16444641,0.576340666666667,64.0669799091099,1.66261900979907e-14,2.9731558705260597e-13,-0.18044910572491946
cg20602244,0.533293466666667,63.7768763138744,1.8841703124912702e-14,3.33994946447125e-13,-0.19647888888888887
cg26791879,0.382068333333333,63.7420147747771,1.91271991883983e-14,3.38483279638581e-13,-0.22941664637619386
cg03548062,0.617639533333333,63.6894549389949,1.95658828330921e-14,3.45662786811326e-13,-0.18002827507770314
cg01087463,0.481332133333333,63.676887291669,1.96722679078999e-14,3.47418964599126e-13,-0.16046723341391345
cg02431851,0.6055998,63.6665386772647,1.97603056122195e-14,3.48819067271554e-13,-0.1614289690145695
cg20435238,0.572893333333333,63.5612905008838,2.06785012275624e-14,3.63930671119875e-13,-0.1589361275592477
cg14546128,0.239822066666667,63.525782352502,2.09978647427272e-14,3.69062043951645e-13,-0.16084607946867885
cg14886530,0.549181666666666,63.3914647821378,2.22514731243304e-14,3.89240515982744e-13,-0.2137913220637092
cg07460992,0.3804522,63.3840205862974,2.2323113128871802e-14,3.9028799664161097e-13,-0.1517261554572329
cg23600624,0.3883058,63.3476544944324,2.2676435667016702e-14,3.96082819769315e-13,-0.16635223329762006
cg12813797,0.572854133333333,63.1713311454028,2.44709742237595e-14,4.25375441841109e-13,-0.21160890522236298
cg18473137,0.392961866666667,63.1681485430944,2.4504645387324e-14,4.25923563775193e-13,-0.25079874552533643
cg03310087,0.6148774,63.1260021425021,2.4954964672325702e-14,4.33183573532939e-13,-0.2210197135648988
cg20284937,0.500917666666667,63.12456486185,2.4970467441272702e-14,4.33414899860288e-13,-0.18788235396110742
cg17918184,0.489077666666667,63.0797862937336,2.5458340939116402e-14,4.41421271452631e-13,-0.19051551319293147
cg20377881,0.478138533333333,62.9062609029586,2.74412675836361e-14,4.731664529148599e-13,-0.16707432427765623
cg19076425,0.5265486,62.8602745386263,2.7992336771951402e-14,4.81959033820454e-13,-0.18906317989534416
cg07155331,0.591649866666667,62.8500096521332,2.81168562744252e-14,4.84061100618329e-13,-0.21749562679866463
cg21216015,0.3821264,62.8107519329257,2.85982396751649e-14,4.91710972403669e-13,-0.1751911156658994
cg16785291,0.567933533333333,62.7897162783743,2.88595845420116e-14,4.95819185452056e-13,-0.2064301813186813
cg23336210,0.4364904,62.7743965964589,2.90514255913205e-14,4.98856861515442e-13,-0.15406488513450517
cg21679391,0.528952733333333,62.7319379271141,2.95898470415063e-14,5.07446021191086e-13,-0.19076601072899696
cg12546981,0.4330206,62.6939842146665,3.0079633605112304e-14,5.15268672577413e-13,-0.16123532591908551
cg05023691,0.4879436,62.6493297640234,3.06663462429857e-14,5.24507008907564e-13,-0.18236615035140707
cg14824921,0.285357866666667,62.638601917385,3.08090057347572e-14,5.268112683951759e-13,-0.1763545983974985
cg25011809,0.599374466666667,62.5472304998782,3.20514495444139e-14,5.46601166146066e-13,-0.16760748833382755
cg12205429,0.631784733333334,62.4796664655085,3.30024773528876e-14,5.61377603182561e-13,-0.19971225517581348
cg14274357,0.5076824,62.3877354108564,3.4342257805139e-14,5.82624707014083e-13,-0.1619519143596131
cg06702726,0.576013933333333,62.3546176545997,3.48382016795009e-14,5.903846554481869e-13,-0.17566245403897585
cg00281273,0.4408028,62.2816540561351,3.59564181600546e-14,6.081958284776399e-13,-0.16825179734703788
cg18878432,0.431505066666667,62.1443040997136,3.81603138253564e-14,6.43369447273222e-13,-0.16369904900231702
cg23423191,0.648663066666667,62.1341992020677,3.8327724191522104e-14,6.458920748267999e-13,-0.17966403100775186
cg18749563,0.299505266666667,62.1230507444358,3.8513280870511e-14,6.48735168919199e-13,-0.19278071241696598
cg25745945,0.524335066666667,61.7266254938572,4.5733457787944805e-14,7.61987088746577e-13,-0.15115265619469453
cg09414535,0.3043634,61.6986775354629,4.62911428180785e-14,7.70698601347209e-13,-0.15616102960053652
cg12522722,0.5835304,61.6914897301466,4.64356739748012e-14,7.72717273950323e-13,-0.15498385586928576
cg14582845,0.435322,61.6574986413193,4.71253348745036e-14,7.8347347763848e-13,-0.15875470457950625
cg12466613,0.483182266666667,61.5756374452684,4.88288480482593e-14,8.09969140795194e-13,-0.18235564373897706
cg06824199,0.526758666666667,61.4476854690445,5.16164656000183e-14,8.52234486500502e-13,-0.1526863661548808
cg11847956,0.452622133333333,61.423493457153,5.2161252210556105e-14,8.60587229669613e-13,-0.17314674143093567
cg14546258,0.6333282,61.2959933400859,5.5129515782453505e-14,9.06106137104595e-13,-0.17889055536129406
cg05290780,0.485139533333333,61.2226979105001,5.6912199506083e-14,9.32635125316755e-13,-0.15736670193667723
cg25274263,0.589152533333333,61.2119723966812,5.71778846227257e-14,9.36639228579122e-13,-0.1604862080873981
cg01431873,0.444117866666667,61.2045858609754,5.7361584083407e-14,9.39226409506797e-13,-0.18934009642153082
cg00053927,0.608021666666666,61.0881011869068,6.033828207617691e-14,9.85050442797201e-13,-0.18621009522426613
cg26344024,0.515871866666667,60.8453990917211,6.70492464554593e-14,1.08818690951604e-12,-0.20024013606795754
cg13003178,0.546828133333333,60.8351417911334,6.734885630222361e-14,1.09269326118916e-12,-0.15777466231387594
cg19778253,0.4355804,60.740703923121,7.017140880777781e-14,1.1359885026730998e-12,-0.15181066648809466
cg00927666,0.428736533333333,60.6837988115663,7.19293395771193e-14,1.16312345944472e-12,-0.1579204521060335
cg23069648,0.422022333333333,60.6220483115531,7.38871235719969e-14,1.19294102545608e-12,-0.16049827952869056
cg20944157,0.701220466666667,60.5050789486825,7.77437876970728e-14,1.2511510440863499e-12,-0.17773162137445475
cg26130023,0.625122266666667,60.217576238597,8.81063678632884e-14,1.40666452272793e-12,-0.15811438324739546
cg11801842,0.463677866666667,60.2097611626733,8.84066670812911e-14,1.4107803173390998e-12,-0.16149929143906705
cg03899412,0.5810976,60.1834379271334,8.94257501080826e-14,1.42601423318849e-12,-0.17673775860254648
cg23201907,0.3980124,60.1691885452082,8.99823253716815e-14,1.43408571695683e-12,-0.1684297446420429
cg22431753,0.528771333333333,60.1391410692165,9.11674174353782e-14,1.45169501889372e-12,-0.18488550876164422
cg05040893,0.4725748,60.1229674205137,9.18118046919014e-14,1.4606710794084499e-12,-0.17415235625005993
cg22296593,0.439839466666667,60.086698342124,9.32735389354396e-14,1.48226851380564e-12,-0.16020951373338727
cg08279097,0.583702,60.0704248745564,9.39369878019977e-14,1.49209736238508e-12,-0.15302857224034527
cg15587571,0.333862,59.8104079143478,1.05205270737877e-13,1.65969801553595e-12,-0.1544569333133971
cg24794313,0.474887533333333,59.805105123391,1.05448705405708e-13,1.6634066179459899e-12,-0.1506725149187338
cg01071314,0.629436866666667,59.6380716407889,1.13413784214971e-13,1.7793268000404299e-12,-0.20382022729664317
cg02858826,0.487472533333334,59.5714585125513,1.16756655182038e-13,1.82817170454722e-12,-0.18437810566146184
cg11784799,0.3925768,59.5694113426797,1.16860944421197e-13,1.8293731381006e-12,-0.19397567682887112
cg15982299,0.5686818,59.4035492184294,1.2562951405026e-13,1.95679399132376e-12,-0.15114453889202462
cg03586412,0.574254666666667,59.3645791356418,1.27784003096941e-13,1.98739861263477e-12,-0.19396907335027036
cg16353508,0.467821533333333,59.3100208632649,1.30862896420789e-13,2.03321967072296e-12,-0.186784107124066
cg06840243,0.469502466666667,59.2545754526461,1.34068338451142e-13,2.07945337335231e-12,-0.1682868418995505
cg14039347,0.644877,59.2446842131127,1.34648424782598e-13,2.08812546507343e-12,-0.15134535252616854
cg21167817,0.662248466666667,59.2367288717733,1.35116809188275e-13,2.09489973797506e-12,-0.18591885202692693
cg14289852,0.495771733333334,59.201295754311,1.3722298572342999e-13,2.12573411391243e-12,-0.15737837308792446
cg05615150,0.5051732,59.1205508626064,1.42146770922116e-13,2.19688201869074e-12,-0.1638539849941536
cg25396637,0.660832466666667,59.0506096735602,1.46555213074402e-13,2.26185485542885e-12,-0.1520045098485645
cg17124387,0.277533733333333,59.0386875299873,1.4732028077628399e-13,2.27242968689136e-12,-0.1551746060396761
cg08977027,0.5658802,59.0242662067144,1.48251097789329e-13,2.28572532545646e-12,-0.1576893173837547
cg24113818,0.391618,58.6818265555892,1.72179407814907e-13,2.62779462736561e-12,-0.16520353592599835
cg07589972,0.4739164,58.6510307962589,1.74513117436963e-13,2.66096436319662e-12,-0.17480636567723107
cg15161050,0.556472466666667,58.598601754989,1.78559649637659e-13,2.7195420990643597e-12,-0.2157355113673377
cg20603543,0.498002333333333,58.5079820770055,1.85777661135301e-13,2.8206307850656397e-12,-0.15338890775161917
cg11247129,0.520497733333333,58.465416326208,1.89268724041514e-13,2.86969671767996e-12,-0.16492516403397528
cg01268381,0.621541066666667,58.4202775525451,1.9304295676748899e-13,2.9242499526046497e-12,-0.1523224185702604
cg25979526,0.646076533333333,58.2367102484486,2.09188212814279e-13,3.15036860057503e-12,-0.1727689724606225
cg23261846,0.652732,58.2071689483472,2.11910523355806e-13,3.18919585126294e-12,-0.16102337469871664
cg04454629,0.583973066666667,58.1834413689972,2.14122874606714e-13,3.22005759893543e-12,-0.16885154154833926
cg06849723,0.434277066666666,58.1813234465893,2.14321475066349e-13,3.2226304466842997e-12,-0.17893032194617964
cg09084106,0.5105756,58.111881840447,2.20936788859255e-13,3.31701689055438e-12,-0.16658029986702766
